date,item_id,item_name,day_of_week,is_weekend,demand,unit_cost,selling_price,holding_cost,shortage_cost,shelf_life_days,lead_time_days
2025-03-05,7,Sandwich,2,0,22,4.8,10.0,0.37,1.88,3,1
2025-03-06,7,Sandwich,3,0,19,4.8,10.0,0.37,1.88,3,1
2025-03-07,7,Sandwich,4,0,28,4.8,10.0,0.37,1.88,3,1
2025-03-08,7,Sandwich,5,1,36,4.8,10.0,0.37,1.88,3,1
2025-03-09,7,Sandwich,6,1,25,4.8,10.0,0.37,1.88,3,1
2025-03-10,7,Sandwich,0,0,17,4.8,10.0,0.37,1.88,3,1
2025-03-11,7,Sandwich,1,0,29,4.8,10.0,0.37,1.88,3,1
2025-03-12,7,Sandwich,2,0,27,4.8,10.0,0.37,1.88,3,1
2025-03-13,7,Sandwich,3,0,27,4.8,10.0,0.37,1.88,3,1
2025-03-14,7,Sandwich,4,0,28,4.8,10.0,0.37,1.88,3,1
2025-03-15,7,Sandwich,5,1,35,4.8,10.0,0.37,1.88,3,1
2025-03-16,7,Sandwich,6,1,25,4.8,10.0,0.37,1.88,3,1
2025-03-17,7,Sandwich,0,0,22,4.8,10.0,0.37,1.88,3,1
2025-03-18,7,Sandwich,1,0,22,4.8,10.0,0.37,1.88,3,1
2025-03-19,7,Sandwich,2,0,18,4.8,10.0,0.37,1.88,3,1
2025-03-20,7,Sandwich,3,0,17,4.8,10.0,0.37,1.88,3,1
2025-03-21,7,Sandwich,4,0,32,4.8,10.0,0.37,1.88,3,1
2025-03-22,7,Sandwich,5,1,31,4.8,10.0,0.37,1.88,3,1
2025-03-23,7,Sandwich,6,1,25,4.8,10.0,0.37,1.88,3,1
2025-03-24,7,Sandwich,0,0,22,4.8,10.0,0.37,1.88,3,1
2025-03-25,7,Sandwich,1,0,28,4.8,10.0,0.37,1.88,3,1
2025-03-26,7,Sandwich,2,0,14,4.8,10.0,0.37,1.88,3,1
2025-03-27,7,Sandwich,3,0,18,4.8,10.0,0.37,1.88,3,1
2025-03-28,7,Sandwich,4,0,25,4.8,10.0,0.37,1.88,3,1
2025-03-29,7,Sandwich,5,1,39,4.8,10.0,0.37,1.88,3,1
2025-03-30,7,Sandwich,6,1,31,4.8,10.0,0.37,1.88,3,1
2025-03-31,7,Sandwich,0,0,26,4.8,10.0,0.37,1.88,3,1
2025-01-01,8,Taco,2,0,20,4.92,10.3,0.38,1.89,4,1
2025-01-02,8,Taco,3,0,29,4.92,10.3,0.38,1.89,4,1
2025-01-03,8,Taco,4,0,32,4.92,10.3,0.38,1.89,4,1
2025-01-04,8,Taco,5,1,38,4.92,10.3,0.38,1.89,4,1
2025-01-05,8,Taco,6,1,31,4.92,10.3,0.38,1.89,4,1
2025-01-06,8,Taco,0,0,25,4.92,10.3,0.38,1.89,4,1
2025-01-07,8,Taco,1,0,30,4.92,10.3,0.38,1.89,4,1
2025-01-08,8,Taco,2,0,35,4.92,10.3,0.38,1.89,4,1
2025-01-09,8,Taco,3,0,31,4.92,10.3,0.38,1.89,4,1
2025-01-10,8,Taco,4,0,24,4.92,10.3,0.38,1.89,4,1
2025-01-11,8,Taco,5,1,25,4.92,10.3,0.38,1.89,4,1
2025-01-12,8,Taco,6,1,38,4.92,10.3,0.38,1.89,4,1
2025-01-13,8,Taco,0,0,30,4.92,10.3,0.38,1.89,4,1
2025-01-14,8,Taco,1,0,20,4.92,10.3,0.38,1.89,4,1
2025-01-15,8,Taco,2,0,17,4.92,10.3,0.38,1.89,4,1
2025-01-16,8,Taco,3,0,28,4.92,10.3,0.38,1.89,4,1
2025-01-17,8,Taco,4,0,37,4.92,10.3,0.38,1.89,4,1
2025-01-18,8,Taco,5,1,45,4.92,10.3,0.38,1.89,4,1
2025-01-19,8,Taco,6,1,36,4.92,10.3,0.38,1.89,4,1
2025-01-20,8,Taco,0,0,23,4.92,10.3,0.38,1.89,4,1
2025-01-21,8,Taco,1,0,21,4.92,10.3,0.38,1.89,4,1
2025-01-22,8,Taco,2,0,27,4.92,10.3,0.38,1.89,4,1
2025-01-23,8,Taco,3,0,26,4.92,10.3,0.38,1.89,4,1
2025-01-24,8,Taco,4,0,28,4.92,10.3,0.38,1.89,4,1
2025-01-25,8,Taco,5,1,46,4.92,10.3,0.38,1.89,4,1
2025-01-26,8,Taco,6,1,42,4.92,10.3,0.38,1.89,4,1
2025-01-27,8,Taco,0,0,30,4.92,10.3,0.38,1.89,4,1
2025-01-28,8,Taco,1,0,26,4.92,10.3,0.38,1.89,4,1
2025-01-29,8,Taco,2,0,36,4.92,10.3,0.38,1.89,4,1
2025-01-30,8,Taco,3,0,31,4.92,10.3,0.38,1.89,4,1
2025-01-31,8,Taco,4,0,35,4.92,10.3,0.38,1.89,4,1
2025-02-01,8,Taco,5,1,43,4.92,10.3,0.38,1.89,4,1
2025-02-02,8,Taco,6,1,37,4.92,10.3,0.38,1.89,4,1
2025-02-03,8,Taco,0,0,29,4.92,10.3,0.38,1.89,4,1
2025-02-04,8,Taco,1,0,29,4.92,10.3,0.38,1.89,4,1
2025-02-05,8,Taco,2,0,29,4.92,10.3,0.38,1.89,4,1
2025-02-06,8,Taco,3,0,20,4.92,10.3,0.38,1.89,4,1
2025-02-07,8,Taco,4,0,34,4.92,10.3,0.38,1.89,4,1
2025-02-08,8,Taco,5,1,35,4.92,10.3,0.38,1.89,4,1
2025-02-09,8,Taco,6,1,28,4.92,10.3,0.38,1.89,4,1
2025-02-10,8,Taco,0,0,34,4.92,10.3,0.38,1.89,4,1
2025-02-11,8,Taco,1,0,35,4.92,10.3,0.38,1.89,4,1
2025-02-12,8,Taco,2,0,34,4.92,10.3,0.38,1.89,4,1
2025-02-13,8,Taco,3,0,30,4.92,10.3,0.38,1.89,4,1
2025-02-14,8,Taco,4,0,40,4.92,10.3,0.38,1.89,4,1
2025-02-15,8,Taco,5,1,38,4.92,10.3,0.38,1.89,4,1
2025-02-16,8,Taco,6,1,36,4.92,10.3,0.38,1.89,4,1
2025-02-17,8,Taco,0,0,21,4.92,10.3,0.38,1.89,4,1
2025-02-18,8,Taco,1,0,33,4.92,10.3,0.38,1.89,4,1
2025-02-19,8,Taco,2,0,33,4.92,10.3,0.38,1.89,4,1
2025-02-20,8,Taco,3,0,23,4.92,10.3,0.38,1.89,4,1
2025-02-21,8,Taco,4,0,34,4.92,10.3,0.38,1.89,4,1
2025-02-22,8,Taco,5,1,38,4.92,10.3,0.38,1.89,4,1
2025-02-23,8,Taco,6,1,44,4.92,10.3,0.38,1.89,4,1
2025-02-24,8,Taco,0,0,30,4.92,10.3,0.38,1.89,4,1
2025-02-25,8,Taco,1,0,27,4.92,10.3,0.38,1.89,4,1
2025-02-26,8,Taco,2,0,30,4.92,10.3,0.38,1.89,4,1
2025-02-27,8,Taco,3,0,30,4.92,10.3,0.38,1.89,4,1
2025-02-28,8,Taco,4,0,34,4.92,10.3,0.38,1.89,4,1
2025-03-01,8,Taco,5,1,33,4.92,10.3,0.38,1.89,4,1
2025-03-02,8,Taco,6,1,35,4.92,10.3,0.38,1.89,4,1
2025-03-03,8,Taco,0,0,23,4.92,10.3,0.38,1.89,4,1
2025-03-04,8,Taco,1,0,21,4.92,10.3,0.38,1.89,4,1
2025-03-05,8,Taco,2,0,31,4.92,10.3,0.38,1.89,4,1
2025-03-06,8,Taco,3,0,32,4.92,10.3,0.38,1.89,4,1
2025-03-07,8,Taco,4,0,26,4.92,10.3,0.38,1.89,4,1
2025-03-08,8,Taco,5,1,38,4.92,10.3,0.38,1.89,4,1
2025-03-09,8,Taco,6,1,41,4.92,10.3,0.38,1.89,4,1
2025-03-10,8,Taco,0,0,32,4.92,10.3,0.38,1.89,4,1
2025-03-11,8,Taco,1,0,38,4.92,10.3,0.38,1.89,4,1
2025-03-12,8,Taco,2,0,35,4.92,10.3,0.38,1.89,4,1
2025-03-13,8,Taco,3,0,26,4.92,10.3,0.38,1.89,4,1
2025-03-14,8,Taco,4,0,30,4.92,10.3,0.38,1.89,4,1
2025-03-15,8,Taco,5,1,41,4.92,10.3,0.38,1.89,4,1
2025-03-16,8,Taco,6,1,38,4.92,10.3,0.38,1.89,4,1
2025-03-17,8,Taco,0,0,33,4.92,10.3,0.38,1.89,4,1
2025-03-18,8,Taco,1,0,33,4.92,10.3,0.38,1.89,4,1
2025-03-19,8,Taco,2,0,29,4.92,10.3,0.38,1.89,4,1
2025-03-20,8,Taco,3,0,24,4.92,10.3,0.38,1.89,4,1
2025-03-21,8,Taco,4,0,34,4.92,10.3,0.38,1.89,4,1
2025-03-22,8,Taco,5,1,41,4.92,10.3,0.38,1.89,4,1
2025-03-23,8,Taco,6,1,36,4.92,10.3,0.38,1.89,4,1
2025-03-24,8,Taco,0,0,24,4.92,10.3,0.38,1.89,4,1
2025-03-25,8,Taco,1,0,29,4.92,10.3,0.38,1.89,4,1
2025-03-26,8,Taco,2,0,27,4.92,10.3,0.38,1.89,4,1
2025-03-27,8,Taco,3,0,28,4.92,10.3,0.38,1.89,4,1
2025-03-28,8,Taco,4,0,38,4.92,10.3,0.38,1.89,4,1
2025-03-29,8,Taco,5,1,38,4.92,10.3,0.38,1.89,4,1
2025-03-30,8,Taco,6,1,38,4.92,10.3,0.38,1.89,4,1
2025-03-31,8,Taco,0,0,29,4.92,10.3,0.38,1.89,4,1
2025-01-01,9,Soup,2,0,15,4.7,9.75,0.37,1.87,3,1
2025-01-02,9,Soup,3,0,24,4.7,9.75,0.37,1.87,3,1
2025-01-03,9,Soup,4,0,15,4.7,9.75,0.37,1.87,3,1
2025-01-04,9,Soup,5,1,14,4.7,9.75,0.37,1.87,3,1
2025-01-05,9,Soup,6,1,13,4.7,9.75,0.37,1.87,3,1
2025-01-06,9,Soup,0,0,16,4.7,9.75,0.37,1.87,3,1
2025-01-07,9,Soup,1,0,19,4.7,9.75,0.37,1.87,3,1
2025-01-08,9,Soup,2,0,20,4.7,9.75,0.37,1.87,3,1
2025-01-09,9,Soup,3,0,23,4.7,9.75,0.37,1.87,3,1
2025-01-10,9,Soup,4,0,9,4.7,9.75,0.37,1.87,3,1
2025-01-11,9,Soup,5,1,25,4.7,9.75,0.37,1.87,3,1
2025-01-12,9,Soup,6,1,28,4.7,9.75,0.37,1.87,3,1
2025-01-13,9,Soup,0,0,11,4.7,9.75,0.37,1.87,3,1
2025-01-14,9,Soup,1,0,15,4.7,9.75,0.37,1.87,3,1
2025-01-15,9,Soup,2,0,14,4.7,9.75,0.37,1.87,3,1
2025-01-16,9,Soup,3,0,14,4.7,9.75,0.37,1.87,3,1
2025-01-17,9,Soup,4,0,20,4.7,9.75,0.37,1.87,3,1
2025-01-18,9,Soup,5,1,30,4.7,9.75,0.37,1.87,3,1
2025-01-19,9,Soup,6,1,30,4.7,9.75,0.37,1.87,3,1
2025-01-20,9,Soup,0,0,15,4.7,9.75,0.37,1.87,3,1
2025-01-21,9,Soup,1,0,25,4.7,9.75,0.37,1.87,3,1
2025-01-22,9,Soup,2,0,18,4.7,9.75,0.37,1.87,3,1
2025-01-23,9,Soup,3,0,26,4.7,9.75,0.37,1.87,3,1
2025-01-24,9,Soup,4,0,21,4.7,9.75,0.37,1.87,3,1
2025-01-25,9,Soup,5,1,24,4.7,9.75,0.37,1.87,3,1
2025-01-26,9,Soup,6,1,23,4.7,9.75,0.37,1.87,3,1
2025-01-27,9,Soup,0,0,30,4.7,9.75,0.37,1.87,3,1
2025-01-28,9,Soup,1,0,24,4.7,9.75,0.37,1.87,3,1
2025-01-29,9,Soup,2,0,18,4.7,9.75,0.37,1.87,3,1
2025-01-30,9,Soup,3,0,23,4.7,9.75,0.37,1.87,3,1
2025-01-31,9,Soup,4,0,20,4.7,9.75,0.37,1.87,3,1
2025-02-01,9,Soup,5,1,22,4.7,9.75,0.37,1.87,3,1
2025-02-02,9,Soup,6,1,26,4.7,9.75,0.37,1.87,3,1
2025-02-03,9,Soup,0,0,17,4.7,9.75,0.37,1.87,3,1
2025-02-04,9,Soup,1,0,18,4.7,9.75,0.37,1.87,3,1
2025-02-05,9,Soup,2,0,18,4.7,9.75,0.37,1.87,3,1
2025-02-06,9,Soup,3,0,20,4.7,9.75,0.37,1.87,3,1
2025-02-07,9,Soup,4,0,24,4.7,9.75,0.37,1.87,3,1
2025-02-08,9,Soup,5,1,16,4.7,9.75,0.37,1.87,3,1
2025-02-09,9,Soup,6,1,25,4.7,9.75,0.37,1.87,3,1
2025-02-10,9,Soup,0,0,12,4.7,9.75,0.37,1.87,3,1
2025-02-11,9,Soup,1,0,11,4.7,9.75,0.37,1.87,3,1
2025-02-12,9,Soup,2,0,18,4.7,9.75,0.37,1.87,3,1
2025-02-13,9,Soup,3,0,19,4.7,9.75,0.37,1.87,3,1
2025-02-14,9,Soup,4,0,19,4.7,9.75,0.37,1.87,3,1
2025-02-15,9,Soup,5,1,28,4.7,9.75,0.37,1.87,3,1
2025-02-16,9,Soup,6,1,17,4.7,9.75,0.37,1.87,3,1
2025-02-17,9,Soup,0,0,15,4.7,9.75,0.37,1.87,3,1
2025-02-18,9,Soup,1,0,18,4.7,9.75,0.37,1.87,3,1
2025-02-19,9,Soup,2,0,21,4.7,9.75,0.37,1.87,3,1
2025-02-20,9,Soup,3,0,20,4.7,9.75,0.37,1.87,3,1
2025-02-21,9,Soup,4,0,18,4.7,9.75,0.37,1.87,3,1
2025-02-22,9,Soup,5,1,28,4.7,9.75,0.37,1.87,3,1
2025-02-23,9,Soup,6,1,23,4.7,9.75,0.37,1.87,3,1
2025-02-24,9,Soup,0,0,9,4.7,9.75,0.37,1.87,3,1
2025-02-25,9,Soup,1,0,9,4.7,9.75,0.37,1.87,3,1
2025-02-26,9,Soup,2,0,19,4.7,9.75,0.37,1.87,3,1
2025-02-27,9,Soup,3,0,18,4.7,9.75,0.37,1.87,3,1
2025-02-28,9,Soup,4,0,22,4.7,9.75,0.37,1.87,3,1
2025-03-01,9,Soup,5,1,25,4.7,9.75,0.37,1.87,3,1
2025-03-02,9,Soup,6,1,24,4.7,9.75,0.37,1.87,3,1
2025-03-03,9,Soup,0,0,21,4.7,9.75,0.37,1.87,3,1
2025-03-04,9,Soup,1,0,13,4.7,9.75,0.37,1.87,3,1
2025-03-05,9,Soup,2,0,14,4.7,9.75,0.37,1.87,3,1
2025-03-06,9,Soup,3,0,15,4.7,9.75,0.37,1.87,3,1
2025-03-07,9,Soup,4,0,24,4.7,9.75,0.37,1.87,3,1
2025-03-08,9,Soup,5,1,31,4.7,9.75,0.37,1.87,3,1
2025-03-09,9,Soup,6,1,22,4.7,9.75,0.37,1.87,3,1
2025-03-10,9,Soup,0,0,6,4.7,9.75,0.37,1.87,3,1
2025-03-11,9,Soup,1,0,14,4.7,9.75,0.37,1.87,3,1
2025-03-12,9,Soup,2,0,19,4.7,9.75,0.37,1.87,3,1
2025-03-13,9,Soup,3,0,17,4.7,9.75,0.37,1.87,3,1
2025-03-14,9,Soup,4,0,21,4.7,9.75,0.37,1.87,3,1
2025-03-15,9,Soup,5,1,26,4.7,9.75,0.37,1.87,3,1
2025-03-16,9,Soup,6,1,22,4.7,9.75,0.37,1.87,3,1
2025-03-17,9,Soup,0,0,22,4.7,9.75,0.37,1.87,3,1
2025-03-18,9,Soup,1,0,15,4.7,9.75,0.37,1.87,3,1
2025-03-19,9,Soup,2,0,15,4.7,9.75,0.37,1.87,3,1
2025-03-20,9,Soup,3,0,22,4.7,9.75,0.37,1.87,3,1
2025-03-21,9,Soup,4,0,17,4.7,9.75,0.37,1.87,3,1
2025-03-22,9,Soup,5,1,28,4.7,9.75,0.37,1.87,3,1
2025-03-23,9,Soup,6,1,24,4.7,9.75,0.37,1.87,3,1
2025-03-24,9,Soup,0,0,17,4.7,9.75,0.37,1.87,3,1
2025-03-25,9,Soup,1,0,25,4.7,9.75,0.37,1.87,3,1
2025-03-26,9,Soup,2,0,17,4.7,9.75,0.37,1.87,3,1
2025-03-27,9,Soup,3,0,29,4.7,9.75,0.37,1.87,3,1
2025-03-28,9,Soup,4,0,23,4.7,9.75,0.37,1.87,3,1
2025-03-29,9,Soup,5,1,21,4.7,9.75,0.37,1.87,3,1
2025-03-30,9,Soup,6,1,25,4.7,9.75,0.37,1.87,3,1
2025-03-31,9,Soup,0,0,13,4.7,9.75,0.37,1.87,3,1
